Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,status,sumber,Keywords_kategori,Text_clean
4195,7,"0,3592000008","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",alhamdululah cianjur layan puas,positif,playstore,"Pengiriman cepat, layanan ramah",alhamdululah cianjur layan puas
4196,9,"0,6834999919","banget, jasa, mudah, cepat, maju, bantu, resi, indonesia, suka, tracking",sngat bantu tracking resi,positif,playstore,Kemudahan tracking paket,sngat bantu tracking resi
4197,5,"0,5404999852","ramah, banget, anteraja, delivery, cepat, sesuai, mantul, mantap, layan, super",mntap,positif,playstore,Pengiriman cepat dan mantap,mantap
4198,11,"0,5404999852","cepat, mantap, pokok, bintang, lancar, layan, tingkat, kendala, murah, tahan",cepat,positif,playstore,"Pelayanan cepat, harga murah",cepat
4199,4,"0,6966000199","bagus, kasih, terima, manfaat, suka, banget, jaya, amanah, indonesia, kantor",terima kasih,positif,playstore,Memberikan manfaat,terima kasih
4201,14,"0,5389000177","best, edisi, hebat, indonesia, jakarta, sistem, gampang, simpel, istimewa, hubung",best,positif,playstore,Kemudahan menggunakan aplikasi,best
4202,0,"0,6998000145","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mantap informatif,positif,playstore,Kemudahan transaksi,mantap informatif
4203,0,"0,4979999959","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mantap bantu jaya sukses,positif,playstore,Kemudahan transaksi,mantap bantu jaya sukses
4204,12,"0,5284000039","good, anteraja, cepat, mudah, tarif, percaya, kerja, lacak, akurat, minggu",mantap informasi akurat relefan,positif,playstore,Ekspedisi terpercaya dan akurat,mantap informasi akurat relefan
4205,5,"0,5404999852","ramah, banget, anteraja, delivery, cepat, sesuai, mantul, mantap, layan, super",mantul,positif,playstore,Pengiriman cepat dan mantap,mantul
4206,6,"0,5411999822","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",lumayan,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,lumayan
4207,7,"0,5424000025","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",bagus,positif,playstore,"Pengiriman cepat, layanan ramah",bagus
4208,0,"0,07419999689","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",dxqas,positif,playstore,Kemudahan transaksi,dxqas
4209,12,"0,5404000282","good, anteraja, cepat, mudah, tarif, percaya, kerja, lacak, akurat, minggu",good,positif,playstore,Ekspedisi terpercaya dan akurat,good
4210,4,"0,5418000221","bagus, kasih, terima, manfaat, suka, banget, jaya, amanah, indonesia, kantor",membantuu,positif,playstore,Memberikan manfaat,membantuu
4211,6,"0,6962000132","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",lumayan cepat,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,lumayan cepat
4212,15,"0,3048000038","cepat, ramah, kasih, layan, terima, banget, respon, anter, mudah, fast",mantap jasa lmayan puas ulas negatif takut selamat batas estimasi,positif,playstore,Respon cepat,mantap jasa lmayan puas ulas negatif takut selamat batas estimasi
4213,4,"0,5418999791","bagus, kasih, terima, manfaat, suka, banget, jaya, amanah, indonesia, kantor",suka,positif,playstore,Memberikan manfaat,suka
4214,11,"0,5406000018","cepat, mantap, pokok, bintang, lancar, layan, tingkat, kendala, murah, tahan",cepat pecaya,positif,playstore,"Pelayanan cepat, harga murah",cepat pecaya
4215,4,"0,6966000199","bagus, kasih, terima, manfaat, suka, banget, jaya, amanah, indonesia, kantor",terima kasih,positif,playstore,Memberikan manfaat,terima kasih
4216,0,"0,07419999689","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",smart,positif,playstore,Kemudahan transaksi,smart
4217,0,"0,5465999842","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mantap,positif,playstore,Kemudahan transaksi,mantap
4218,7,"0,4508000016","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",lumayan bagus benah rute dikit,positif,playstore,"Pengiriman cepat, layanan ramah",lumayan bagus benah rute dikit
4219,0,"0,07419999689","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",murahwaktu standar,positif,playstore,Kemudahan transaksi,murahwaktu standar
4220,5,"0,4354999959","ramah, banget, anteraja, delivery, cepat, sesuai, mantul, mantap, layan, super",akurat terpecaya,positif,playstore,Pengiriman cepat dan mantap,akurat terpecaya
4221,15,"0,6962000132","cepat, ramah, kasih, layan, terima, banget, respon, anter, mudah, fast",fast respon,positif,playstore,Respon cepat,fast respon
4222,7,"0,5424000025","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",bagus,positif,playstore,"Pengiriman cepat, layanan ramah",bagus
4223,2,"0,5411999822","bantu, bisnis, online, bagus, alhamdulillah, pilih, mudah, bismillah, jual, sayang",bagua bantu,positif,playstore,Membantu bisnis online,bagua bantu
4224,0,"0,5465999842","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mudah,positif,playstore,Kemudahan transaksi,mudah
4225,8,"0,5392000079","mantab, kali, sukses, titip, ramah, akurat, okee, kemarin, jamin, enak",time,positif,playstore,Keramahan pelayanan,time
4227,15,"0,3583999872","cepat, ramah, kasih, layan, terima, banget, respon, anter, mudah, fast",mantull kerjasama shopie,positif,playstore,Respon cepat,mantull kerjasama shopie
4228,15,"0,5412999988","cepat, ramah, kasih, layan, terima, banget, respon, anter, mudah, fast",nyaman,positif,playstore,Respon cepat,nyaman
4229,12,"0,5404000282","good, anteraja, cepat, mudah, tarif, percaya, kerja, lacak, akurat, minggu",mantuul,positif,playstore,Ekspedisi terpercaya dan akurat,mantuul
4230,2,"0,5411000252","bantu, bisnis, online, bagus, alhamdulillah, pilih, mudah, bismillah, jual, sayang",bantu,positif,playstore,Membantu bisnis online,bantu
4231,6,"0,4217000008","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",puas bintang,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,puas bintang
4232,1,"0,3393999934","cepat, ramah, ongkir, layan, mudah, tuju, murah, banget, service, aman",banget layan excellent cepat super ress,positif,playstore,Ongkos kirim murah,layan excellent cepat super resi
4233,11,"0,7725999951","cepat, mantap, pokok, bintang, lancar, layan, tingkat, kendala, murah, tahan",mantap cepat aman,positif,playstore,"Pelayanan cepat, harga murah",mantap cepat aman
4234,12,"0,5404000282","good, anteraja, cepat, mudah, tarif, percaya, kerja, lacak, akurat, minggu",good,positif,playstore,Ekspedisi terpercaya dan akurat,good
4235,3,"0,5412999988","keren, update, bagus, joss, fiturnya, mudah, banget, bantu, tarik, puas",joss,positif,playstore,Fitur aplikasi bagus,joss
4237,2,"0,5411999822","bantu, bisnis, online, bagus, alhamdulillah, pilih, mudah, bismillah, jual, sayang",easy helpfull,positif,playstore,Membantu bisnis online,easy helpfull
4239,14,"0,5389000177","best, edisi, hebat, indonesia, jakarta, sistem, gampang, simpel, istimewa, hubung",hebat,positif,playstore,Kemudahan menggunakan aplikasi,hebat
4240,8,"0,3600000143","mantab, kali, sukses, titip, ramah, akurat, okee, kemarin, jamin, enak",harga akurat,positif,playstore,Keramahan pelayanan,harga akurat
4241,12,"0,5631999969","good, anteraja, cepat, mudah, tarif, percaya, kerja, lacak, akurat, minggu",keren cepat akurat,positif,playstore,Ekspedisi terpercaya dan akurat,keren cepat akurat
4242,0,"0,5465999842","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mudah,positif,playstore,Kemudahan transaksi,mudah
4243,5,"0,6424999833","ramah, banget, anteraja, delivery, cepat, sesuai, mantul, mantap, layan, super",jasa layan alhamdulillah sesuai harap,positif,playstore,Pengiriman cepat dan mantap,jasa layan alhamdulillah sesuai harap
4244,15,"0,5412999988","cepat, ramah, kasih, layan, terima, banget, respon, anter, mudah, fast",nice,positif,playstore,Respon cepat,nice
4245,11,"0,5404999852","cepat, mantap, pokok, bintang, lancar, layan, tingkat, kendala, murah, tahan",mantulpengiriman cepat,positif,playstore,"Pelayanan cepat, harga murah",mantulpengiriman cepat
4246,3,"0,5414000154","keren, update, bagus, joss, fiturnya, mudah, banget, bantu, tarik, puas",keren applikasinya,positif,playstore,Fitur aplikasi bagus,keren applikasinya
4247,12,"0,477699995","good, anteraja, cepat, mudah, tarif, percaya, kerja, lacak, akurat, minggu",bagus alamat akurat,positif,playstore,Ekspedisi terpercaya dan akurat,bagus alamat akurat
4248,7,"0,358799994","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",puas bagus,positif,playstore,"Pengiriman cepat, layanan ramah",puas bagus
4249,4,"0,5418999791","bagus, kasih, terima, manfaat, suka, banget, jaya, amanah, indonesia, kantor",jaya,positif,playstore,Memberikan manfaat,jaya
4250,12,"0,3583000004","good, anteraja, cepat, mudah, tarif, percaya, kerja, lacak, akurat, minggu",good edisi,positif,playstore,Ekspedisi terpercaya dan akurat,good edisi
4251,8,"0,5392000079","mantab, kali, sukses, titip, ramah, akurat, okee, kemarin, jamin, enak",mantab,positif,playstore,Keramahan pelayanan,mantab
4252,6,"0,5411999822","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",lumayan,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,lumayan
4254,12,"0,5404000282","good, anteraja, cepat, mudah, tarif, percaya, kerja, lacak, akurat, minggu",mantuul,positif,playstore,Ekspedisi terpercaya dan akurat,mantuul
4255,3,"0,5412999988","keren, update, bagus, joss, fiturnya, mudah, banget, bantu, tarik, puas",update,positif,playstore,Fitur aplikasi bagus,update
4256,9,"0,5425000191","banget, jasa, mudah, cepat, maju, bantu, resi, indonesia, suka, tracking",apik,positif,playstore,Kemudahan tracking paket,apik
4257,0,"0,5127999783","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mantap gmpang lacak cepat,positif,playstore,Kemudahan transaksi,mantap gmpang lacak cepat
4258,12,"0,5404999852","good, anteraja, cepat, mudah, tarif, percaya, kerja, lacak, akurat, minggu",tarif kompetitif,positif,playstore,Ekspedisi terpercaya dan akurat,tarif kompetitif
4259,0,"0,3617999852","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",layan mantap,positif,playstore,Kemudahan transaksi,layan mantap
4260,3,"0,5412999988","keren, update, bagus, joss, fiturnya, mudah, banget, bantu, tarik, puas",update,positif,playstore,Fitur aplikasi bagus,update
4261,3,"0,5414000154","keren, update, bagus, joss, fiturnya, mudah, banget, bantu, tarik, puas",bagussangat batu,positif,playstore,Fitur aplikasi bagus,bagussangat batu
4262,0,"0,5465999842","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mantap,positif,playstore,Kemudahan transaksi,mantap
4263,1,"0,3738999963","cepat, ramah, ongkir, layan, mudah, tuju, murah, banget, service, aman",bagus cepat upgrade status,positif,playstore,Ongkos kirim murah,bagus cepat upgrade status
4264,1,"0,7724999785","cepat, ramah, ongkir, layan, mudah, tuju, murah, banget, service, aman",mudah ongkir status,positif,playstore,Ongkos kirim murah,mudah ongkir status
4265,4,"0,3467000127","bagus, kasih, terima, manfaat, suka, banget, jaya, amanah, indonesia, kantor",mantap status gampang terima kasih,positif,playstore,Memberikan manfaat,mantap status gampang terima kasih
4266,0,"0,07419999689","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",like,positif,playstore,Kemudahan transaksi,like
4267,7,"0,5424000025","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",bagus,positif,playstore,"Pengiriman cepat, layanan ramah",bagus
4268,6,"0,5411999822","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",puas,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,puas
4269,15,"0,9179999828","cepat, ramah, kasih, layan, terima, banget, respon, anter, mudah, fast",respon cepat langsung mudah developer tingkat cepat murah adjaasaya kasih langsung bintang,positif,playstore,Respon cepat,respon cepat langsung mudah developer tingkat cepat murah adjaasaya kasih langsung bintang
4270,6,"0,5411999822","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",puas,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,puas
4272,14,"0,3585999906","best, edisi, hebat, indonesia, jakarta, sistem, gampang, simpel, istimewa, hubung",edisi keren,positif,playstore,Kemudahan menggunakan aplikasi,edisi keren
4273,6,"0,5411999822","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",lumayan,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,lumayan
4274,0,"0,07419999689","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",like,positif,playstore,Kemudahan transaksi,like
4275,9,"0,6970999837","banget, jasa, mudah, cepat, maju, bantu, resi, indonesia, suka, tracking",mudah monitor cargo,positif,playstore,Kemudahan tracking paket,mudah monitor cargo
4276,1,"0,3576999903","cepat, ramah, ongkir, layan, mudah, tuju, murah, banget, service, aman",akurat ongkir,positif,playstore,Ongkos kirim murah,akurat ongkir
4278,9,"0,5425999761","banget, jasa, mudah, cepat, maju, bantu, resi, indonesia, suka, tracking",optimal etik lokasi,positif,playstore,Kemudahan tracking paket,optimal etik lokasi
4279,2,"0,5095000267","bantu, bisnis, online, bagus, alhamdulillah, pilih, mudah, bismillah, jual, sayang",datangmya banget kayak reguler,positif,playstore,Membantu bisnis online,datangmya kayak reguler
4280,6,"0,5411999822","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",puas,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,puas
4284,7,"0,3589000106","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",bagus puas,positif,playstore,"Pengiriman cepat, layanan ramah",bagus puas
4285,7,"0,6171000004","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",bagus mohon tingkat layan,positif,playstore,"Pengiriman cepat, layanan ramah",bagus mohon tingkat layan
4286,15,"0,3810000122","cepat, ramah, kasih, layan, terima, banget, respon, anter, mudah, fast",puas siput tolong,positif,playstore,Respon cepat,puas siput tolong
4287,0,"0,5465999842","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mantap,positif,playstore,Kemudahan transaksi,mantap
4288,7,"0,3741999865","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",jakarta lampung ress layan bagus,positif,playstore,"Pengiriman cepat, layanan ramah",jakarta lampung resi layan bagus
4289,11,"0,5404999852","cepat, mantap, pokok, bintang, lancar, layan, tingkat, kendala, murah, tahan",cepat,positif,playstore,"Pelayanan cepat, harga murah",cepat
4290,0,"0,5465999842","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mantap,positif,playstore,Kemudahan transaksi,mantap
4291,2,"0,5411000252","bantu, bisnis, online, bagus, alhamdulillah, pilih, mudah, bismillah, jual, sayang",bantu,positif,playstore,Membantu bisnis online,bantu
4292,2,"0,6962000132","bantu, bisnis, online, bagus, alhamdulillah, pilih, mudah, bismillah, jual, sayang",bantu kembang,positif,playstore,Membantu bisnis online,bantu kembang
4293,14,"0,4104000032","best, edisi, hebat, indonesia, jakarta, sistem, gampang, simpel, istimewa, hubung",harga developer bintang dukung karya indonesia,positif,playstore,Kemudahan menggunakan aplikasi,harga developer bintang dukung karya
4295,3,"0,5414000154","keren, update, bagus, joss, fiturnya, mudah, banget, bantu, tarik, puas",mantabz update,positif,playstore,Fitur aplikasi bagus,mantabz update
4296,2,"0,3596000075","bantu, bisnis, online, bagus, alhamdulillah, pilih, mudah, bismillah, jual, sayang",lumayan bantu,positif,playstore,Membantu bisnis online,lumayan bantu
4297,14,"0,5389000177","best, edisi, hebat, indonesia, jakarta, sistem, gampang, simpel, istimewa, hubung",best,positif,playstore,Kemudahan menggunakan aplikasi,best
4298,6,"0,4154999852","puas, cepat, lumayan, mudah, kilat, recommended, aman, mantaap, juara, biaya",titip kilat super kilat,positif,playstore,Ekspedisi direkomendasikan oleh konsumen,titip kilat super kilat
4299,0,"0,5465999842","mantap, mudah, indonesia, ninja, transaksi, online, rumah, bantu, posaja, sukses",mantap,positif,playstore,Kemudahan transaksi,mantap
4300,8,"0,5393999815","mantab, kali, sukses, titip, ramah, akurat, okee, kemarin, jamin, enak",jamin kirman,positif,playstore,Keramahan pelayanan,jamin kirman
4301,7,"0,7735000253","bagus, layan, cepat, anteraja, mudah, ramah, proses, jasa, terimakasih, bintang",layan bagus cepat,positif,playstore,"Pengiriman cepat, layanan ramah",layan bagus cepat
4302,2,"0,5411000252","bantu, bisnis, online, bagus, alhamdulillah, pilih, mudah, bismillah, jual, sayang",bantu,positif,playstore,Membantu bisnis online,bantu
